event_id,visit_type,name,remarks
751,president,Barack Obama,attend north american leaders summit
752,president,Barack Obama,attend nato summit meet nato leaders meet afghanistan
753,president,Barack Obama,meet spanish political leaders torrejon air base visit naval station rota
754,president,Barack Obama,attend summit meet
755,president,Barack Obama,meet president bounnyang vorachit attend east asia summit meet
756,president,Barack Obama,stop return unite state
757,president,Barack Obama,attend state funeral former president shimon peres
758,president,Barack Obama,meet president prokopios pavlopoulis prime minister alexios tsipras
759,president,Barack Obama,meet chancellor angela merkel french president francois hollande spanish prime minister mariano rajoy italian prime minister matteo renzi british prime minister theresa may
760,president,Barack Obama,meet president pedro pablo kuczynski attend transpacific partnership apec summit meet
761,president,Donald J. Trump,meet king salman bin abdel aziz alsaud sign military sales agreement meet leaders gulf cooperation council
762,president,Donald J. Trump,meet president reuven rivlin prime minister benjamin netanyahu visit western wall yad vashem
763,president,Donald J. Trump,meet president mahmoud abbas
764,president,Donald J. Trump,meet prime minister paolo gentiloni
765,president,Donald J. Trump,meet pope francis secretary state cardinal pietro parolin
766,president,Donald J. Trump,attend nato summit meet
767,president,Donald J. Trump,attend summit meet stop nas sigonella return unite state
768,president,Donald J. Trump,meet president andrzej duda deliver public address address three seas summit
769,president,Donald J. Trump,attend summit
770,president,Donald J. Trump,official visit meet president emmanuel macron commemorate bastille day entry unite state world war
771,president,Donald J. Trump,meet prime minister shinzō abe emperor akihito
772,president,Donald J. Trump,meet president moon jaein visit us military personnel garrison humphreys yongsan
773,president,Donald J. Trump,meet president xi jinping state dinner
774,president,Donald J. Trump,attend apec economic leaders meet meet president tran dai quang
775,president,Donald J. Trump,meet president rodrigo duterte attend asean summit meet
776,president,Donald J. Trump,attend world economic forum
777,president,Donald J. Trump,attend meet
778,president,Donald J. Trump,participate summit north korean leader kim jongun bilateral events singaporean prime minister lee hsien loong
779,president,Donald J. Trump,attend nato summit meet
780,president,Donald J. Trump,meet queen elizabeth ii prime minister theresa may
781,president,Donald J. Trump,bilateral meet russian president vladimir putin
782,president,Donald J. Trump,commemorate anniversary end wwi meet french president emmanuel macron
783,president,Donald J. Trump,participate leaders summit
784,president,Donald J. Trump,attend second north koreaus summit
785,president,Donald J. Trump,state visit follow enthronement emperor naruhito
786,president,Donald J. Trump,state visit
787,president,Donald J. Trump,attend remembrance ceremony anniversary dday
788,president,Donald J. Trump,participate leaders summit
789,president,Donald J. Trump,meet president moon jaein cross briefly north korean territory photograph speak chairman kim jongun
790,president,Donald J. Trump,attend summit meet
791,president,Donald J. Trump,visit us troop bagram airfield
792,president,Donald J. Trump,lead us delegation attend nato leaders meet
793,president,Donald J. Trump,attend world economic forum
794,president,Donald J. Trump,meet prime minister narendra modi
795,secretary,William Henry Seward,meet danish colonial officials work vacation also meet former mexican president santa anna depart washington january
796,secretary,William Henry Seward,meet president baez cabinet
797,secretary,William Henry Seward,meet president geffrand cabinet
798,secretary,William Henry Seward,meet spanish colonial officials return us january
799,secretary,John Milton Hay,vacation trip health reason leave us march
800,secretary,John Milton Hay,vacation trip health reason
801,secretary,John Milton Hay,vacation trip health reason
802,secretary,John Milton Hay,vacation trip health reason return us june die july
803,secretary,Elihu Root,gather information fisheries question vacation trip
804,secretary,Elihu Root,attend third international conference american state leave us july
805,secretary,Elihu Root,meet president batlle ordonez foreign minister romeu deliver several public address
806,secretary,Elihu Root,meet president figueroa foreign minister montes deliver several public address
807,secretary,Elihu Root,meet president riesco foreign minister huneeus deliver several public address
808,secretary,Elihu Root,meet president pardo foreign minister prado deliver several public address
809,secretary,Elihu Root,meet president amador address national assembly
810,secretary,Elihu Root,meet foreign minister vasquezcobo
811,secretary,Elihu Root,official visit invitation governorgeneral
812,secretary,Elihu Root,meet president diaz foreign minister mariscal governors several mexican state deliver several public address leave washington september
813,secretary,Philander Chase Knox,meet president chiari foreign minister arjona leave us february
814,secretary,Philander Chase Knox,meet president jimenez foreign minister castro quesada
815,secretary,Philander Chase Knox,meet president diaz foreign minister chamorro address national assembly
816,secretary,Philander Chase Knox,meet foreign minister vasquez
817,secretary,Philander Chase Knox,meet president araujo foreign minister castro ramirez
818,secretary,Philander Chase Knox,meet president estrada cabrera foreign minister toledo herrarte address legislature
819,secretary,Philander Chase Knox,meet president gomez foreign minister matos deliver several public address
820,secretary,Philander Chase Knox,meet president victoria
821,secretary,Philander Chase Knox,meet danish colonial virgin islands officials
822,secretary,Philander Chase Knox,meet president leconte foreign minister leger
823,secretary,Philander Chase Knox,meet president gomez secretary state sanguily return us april
824,secretary,Philander Chase Knox,meet british colonial officials unofficial jamaica visit
825,secretary,Philander Chase Knox,attend funeral ceremony emperor mutsuhito leave us august return october
826,secretary,Robert Lansing,accompany president wilson paris peace conference leave us december return july
827,secretary,Bainbridge Colby,meet british colonial officials refuel stop en route south america leave us december
828,secretary,Bainbridge Colby,official visit repay visit president pessoa
829,secretary,Bainbridge Colby,official visit repay visit president foreign minister brum
830,secretary,Bainbridge Colby,official visit
831,secretary,Bainbridge Colby,meet british colonial trinidad officials return south america return us january
832,secretary,Charles Evans Hughes,vacation leave us february return march
833,secretary,Charles Evans Hughes,us special mission brazil attend ceremonies commemorate centenary brazilian independence leave us august return september
834,secretary,Charles Evans Hughes,address meet canadian bar association
835,secretary,Charles Evans Hughes,president american bar association attend international law convention leave us july
836,secretary,Charles Evans Hughes,visit french international lawyers
837,secretary,Charles Evans Hughes,receive honorary degrees universities brussels louvain
838,secretary,Charles Evans Hughes,meet president ebert foreign minister stresemann return us august
839,secretary,Frank Billings Kellogg,attend dedication peace bridge buffalo new york ft erie
840,secretary,Frank Billings Kellogg,attend sixth international conference american state president coolidge leave us january return january
841,secretary,Frank Billings Kellogg,official visit
842,secretary,Frank Billings Kellogg,negotiate sign treaty renunciation war kelloggbriand pact leave us august
843,secretary,Frank Billings Kellogg,official visit return paris
844,secretary,Frank Billings Kellogg,embark us return september
845,secretary,Henry Lewis Stimson,attend london naval conference leave us january return april
846,secretary,Henry Lewis Stimson,dedicate peace monument unofficial visit
847,secretary,Henry Lewis Stimson,discuss european debt crisis disarmament prime minister mussolini foreign minister grandi leave us june
848,secretary,Henry Lewis Stimson,meet premier laval finance minister flandin
849,secretary,Henry Lewis Stimson,attend conference german economic crisis
850,secretary,Henry Lewis Stimson,meet president von hindenburg senior german officials
851,secretary,Henry Lewis Stimson,meet dutch officials
852,secretary,Henry Lewis Stimson,meet prime minister macdonald vacation scotland return us september
853,secretary,Henry Lewis Stimson,chairman us delegation disarmament conference leave us april return may
854,secretary,Cordell Hull,chairman us delegation monetary economic conference leave us may return august
855,secretary,Cordell Hull,meet president vargas foreign minister de mello franco en route interamerican conference montevideo deliver several public address leave us november
856,secretary,Cordell Hull,attend international conference american state
857,secretary,Cordell Hull,meet president justo address american club tour argentine lakes district en route chile
858,secretary,Cordell Hull,meet president alessandri address senate deliver several public address
859,secretary,Cordell Hull,meet president benvenidez foreign minister solon polo deliver several public address
860,secretary,Cordell Hull,meet ecuadorean officials deliver public address
861,secretary,Cordell Hull,meet colombian officials deliver public address
862,secretary,Cordell Hull,meet president arias foreign minister arosemena return us january
863,secretary,Cordell Hull,meet president vargas foreign minister macedo soar en route interamerican conference maintenance peace leave us november
864,secretary,Cordell Hull,meet president terra deliver public address
865,secretary,Cordell Hull,attend interamerican conference maintenance peace
866,secretary,Cordell Hull,meet president vargas deliver public address return us
867,secretary,Cordell Hull,stop return us return january
868,secretary,Cordell Hull,return visit prime minister mackenzie king
869,secretary,Cordell Hull,meet president arosemena address conference foreign service officer en route conference lima leave us november
870,secretary,Cordell Hull,deliver public address en route conference lima
871,secretary,Cordell Hull,deliver public address en route conference lima
872,secretary,Cordell Hull,attend international conference american state
873,secretary,Cordell Hull,deliver public address return us
874,secretary,Cordell Hull,deliver public address return us
875,secretary,Cordell Hull,meet president arosemena return us january
876,secretary,Cordell Hull,attend conference american state leave us july return august
877,secretary,Cordell Hull,attend quebec conference president roosevelt
878,secretary,Cordell Hull,disembark en route moscow conference leave us october
879,secretary,Cordell Hull,meet general eisenhower de gaulle
880,secretary,Cordell Hull,meet king farouk king george greece king peter yugoslavia
881,secretary,Cordell Hull,meet shah mohammed reza pahlavi british foreign secretary eden
882,secretary,Cordell Hull,attend moscow conference british foreign secretary eden soviet foreign minister molotov return us november
883,secretary,Edward Reilly Stettinius Jr.,preparations malta yalta conferences leave us january
884,secretary,Edward Reilly Stettinius Jr.,discuss postwar issue policy toward italy presidential adviser harry hopkins
885,secretary,Edward Reilly Stettinius Jr.,attend malta conference
886,secretary,Edward Reilly Stettinius Jr.,accompany president roosevelt crimea conference meet afterward february soviet foreign minister molotov
887,secretary,Edward Reilly Stettinius Jr.,meet haile selassie confer president roosevelt
888,secretary,Edward Reilly Stettinius Jr.,meet president tubman
889,secretary,Edward Reilly Stettinius Jr.,meet president vargas
890,secretary,Edward Reilly Stettinius Jr.,meet presidential triumvirate secretary foreign relations munoz meany
891,secretary,Edward Reilly Stettinius Jr.,attend interamerican conference problems war peace
892,secretary,Edward Reilly Stettinius Jr.,official visit return us march
893,secretary,James Francis Byrnes,disembark en route potsdam conference leave us july
894,secretary,James Francis Byrnes,accompany president truman tripartite conference berlin potsdam conference
895,secretary,James Francis Byrnes,accompany president truman meet king george vi return us august
896,secretary,James Francis Byrnes,attend council foreign minister meet
897,secretary,James Francis Byrnes,minister meet leave us december return december
898,secretary,James Francis Byrnes,attend first session un general assembly
899,secretary,James Francis Byrnes,attend second session council foreign minister
900,secretary,James Francis Byrnes,attend second part second session council foreign minister
901,secretary,James Francis Byrnes,attend paris peace conference
902,secretary,George Catlett Marshall,meet president auriol senior officials lay wreath tomb frances unknown soldier leave us march
903,secretary,George Catlett Marshall,confer us military government officials
904,secretary,George Catlett Marshall,attend fourth session council foreign minister
905,secretary,George Catlett Marshall,hold press conference return us return april
906,secretary,George Catlett Marshall,attend interamerican conference maintenance continental peace
907,secretary,George Catlett Marshall,attend fifth session council foreign minister
908,secretary,George Catlett Marshall,attend ninth international conference american state
909,secretary,George Catlett Marshall,attend third session un general assembly return us october confer president truman berlin crisis
910,secretary,George Catlett Marshall,attend third session un general assembly
911,secretary,George Catlett Marshall,meet prime minister sophoulis senior greek officials
912,secretary,George Catlett Marshall,meet prime minister de gasperi foreign minister sforza pope pius xii
913,secretary,George Catlett Marshall,attend third session un general assembly
914,secretary,George Catlett Marshall,meet informally british officials private visit
915,secretary,George Catlett Marshall,attend third session un general assembly
916,secretary,Dean Gooderham Acheson,attend session council foreign minister
917,secretary,Dean Gooderham Acheson,meet foreign minister unite kingdom france belgium luxembourg netherlands
918,secretary,Dean Gooderham Acheson,meet president heuss chancellor adenauer
919,secretary,Dean Gooderham Acheson,meet west berlin officials commandants occupation sectors briefly visit east berlin
920,secretary,Dean Gooderham Acheson,confer french leave us may
921,secretary,Dean Gooderham Acheson,attend session north atlantic council
922,secretary,Dean Gooderham Acheson,attend nato council meet
923,secretary,Dean Gooderham Acheson,attend session north atlantic council
924,secretary,Dean Gooderham Acheson,attend sixth session un general assembly leave us october
925,secretary,Dean Gooderham Acheson,attend session north atlantic council
926,secretary,Dean Gooderham Acheson,attend funeral king george vi confer british french foreign minister west german chancellor adenauer
927,secretary,Dean Gooderham Acheson,attend session north atlantic council
928,secretary,Dean Gooderham Acheson,sign bonn agreements provide west german membership nato european defense community
929,secretary,Dean Gooderham Acheson,sign protocol north atlantic treaty regard european defense community may
930,secretary,Dean Gooderham Acheson,meet british french foreign minister receive honorary degree oxford university
931,secretary,Dean Gooderham Acheson,speak cornerstone lay american memorial library
932,secretary,Dean Gooderham Acheson,meet austrian officials
933,secretary,Dean Gooderham Acheson,overnight stop en route brazil
934,secretary,Dean Gooderham Acheson,official visit address brazilian congress
935,secretary,Dean Gooderham Acheson,overnight stop return us
936,secretary,Dean Gooderham Acheson,meet canadian officials attend cabinet meet
937,secretary,Dean Gooderham Acheson,attend ministerial meet north atlantic council
938,secretary,John Foster Dulles,meet senior italian officials
939,secretary,John Foster Dulles,meet senior french officials representatives nato organization european economic cooperation
940,secretary,John Foster Dulles,meet prime minister churchill foreign secretary eden
941,secretary,John Foster Dulles,meet president heuss chancellor adenauer
942,secretary,John Foster Dulles,meet queen juliana foreign minister beyen
943,secretary,John Foster Dulles,meet senior belgian officials
944,secretary,John Foster Dulles,meet representatives european coal steel community
945,secretary,John Foster Dulles,attend meet north atlantic council
946,secretary,John Foster Dulles,meet prime minister naguib foreign minister fawzi egyptian military leaders attend regional conference us ambassadors
947,secretary,John Foster Dulles,meet prime minister ben gurion foreign minister sharett
948,secretary,John Foster Dulles,meet prime minister mulqui foreign minister khalidy
949,secretary,John Foster Dulles,meet president shishakli
950,secretary,John Foster Dulles,meet president chamoun senior lebanese officials
951,secretary,John Foster Dulles,meet prime minister madfai senior iraqi officials
952,secretary,John Foster Dulles,meet king ibn saud senior saudi officials
953,secretary,John Foster Dulles,meet prime minister nehru senior indian officials
954,secretary,John Foster Dulles,meet prime minister ali senior pakistani officials
955,secretary,John Foster Dulles,meet president bayer prime minister menderes senior turkish officials
956,secretary,John Foster Dulles,meet prime minister papagos senior greek officials
957,secretary,John Foster Dulles,meet prime minister muntasser senior libyan officials
958,secretary,John Foster Dulles,stop en route korea
959,secretary,John Foster Dulles,sign korean mutual defense treaty
960,secretary,John Foster Dulles,meet prime minister yoshida return us announce return amami islands japan return us august
961,secretary,John Foster Dulles,meet british french foreign minister
962,secretary,John Foster Dulles,accompany president eisenhower threepower conference
963,secretary,John Foster Dulles,attend nato foreign minister meet
964,secretary,John Foster Dulles,attend big four foreign minister meet sessions february hold east berlin
965,secretary,John Foster Dulles,meet chancellor adenauer
966,secretary,John Foster Dulles,attend interamerican conference
967,secretary,John Foster Dulles,discuss situation indochina foreign secretary eden
968,secretary,John Foster Dulles,discuss situation indochina foreign minister bidault
969,secretary,John Foster Dulles,attend meet north atlantic council
970,secretary,John Foster Dulles,attend geneva conference indochina korea
971,secretary,John Foster Dulles,meet prime minister scelba return us return may
972,secretary,John Foster Dulles,confer prime minister eden mendesfrance genera conference
973,secretary,John Foster Dulles,sign southeast asia collective defense treaty manila pact
974,secretary,John Foster Dulles,meet president chiang kaishek return manila
975,secretary,John Foster Dulles,meet prime minister yoshida foreign minister okazaki en route manila
976,secretary,John Foster Dulles,meet chancellor adenauer
977,secretary,John Foster Dulles,confer british officials return bonn
978,secretary,John Foster Dulles,attend ninepower conference germany
979,secretary,John Foster Dulles,attend nato four ninepower conferences return us october
980,secretary,John Foster Dulles,attend north atlantic council meet
981,secretary,John Foster Dulles,vacation
982,secretary,John Foster Dulles,meet president magsaysay en route bangkok
983,secretary,John Foster Dulles,attend first meet seato ministerial council
984,secretary,John Foster Dulles,meet premier u nu senior burmese officials
985,secretary,John Foster Dulles,meet crown prince savang senior laotian officials
986,secretary,John Foster Dulles,meet king sihanouk senior cambodian officials
987,secretary,John Foster Dulles,meet premier diem senior vietnamese officials
988,secretary,John Foster Dulles,attend open session chiefs mission conference
989,secretary,John Foster Dulles,exchange instrument ratification mutual defense treaty
990,secretary,John Foster Dulles,official visit
991,secretary,John Foster Dulles,attend north atlantic council meet
992,secretary,John Foster Dulles,sign austrian state treaty
993,secretary,John Foster Dulles,meet french british foreign minister attend north atlantic council meet
994,secretary,John Foster Dulles,accompany president eisenhower head government conference
995,secretary,John Foster Dulles,attend meet joint uscanadian commission trade economic affairs
996,secretary,John Foster Dulles,meet president gronchi foreign minister martino leave washington october
997,secretary,John Foster Dulles,audience pope pius xii
998,secretary,John Foster Dulles,attend work group nato ministerial meet
999,secretary,John Foster Dulles,attend meet foreign minister unite kingdom france soviet union unite state
1000,secretary,John Foster Dulles,meet generalissimo franco
1001,secretary,John Foster Dulles,unofficial visit attend open vienna state opera
1002,secretary,John Foster Dulles,meet president tito
1003,secretary,John Foster Dulles,attend nato ministerial meet
1004,secretary,John Foster Dulles,stop en route pakistan
1005,secretary,John Foster Dulles,attend second seato council meet
1006,secretary,John Foster Dulles,meet prime minister nehru senior indian officials
1007,secretary,John Foster Dulles,meet prime minister kotelawala
1008,secretary,John Foster Dulles,meet president sukarno senior indonesian officials
1009,secretary,John Foster Dulles,meet premier pibul senior thai officials
1010,secretary,John Foster Dulles,meet president diem senior vietnamese officials
1011,secretary,John Foster Dulles,meet president magsaysay senior philippine officials
1012,secretary,John Foster Dulles,meet president chiang senior chinese nationalist officials
1013,secretary,John Foster Dulles,meet president rhee senior korean officials
1014,secretary,John Foster Dulles,meet premier hatoyama foreign minister shigemitsu
1015,secretary,John Foster Dulles,attend nato ministerial meet
1016,secretary,John Foster Dulles,accompany president eisenhower meet presidents american republics
1017,secretary,John Foster Dulles,meet president rojas pinilla senior colombian officials
1018,secretary,John Foster Dulles,meet foreign minister villagomez yepez
1019,secretary,John Foster Dulles,attend inauguration president prado ugarteche
1020,secretary,John Foster Dulles,attend tripartite conference suez canal british french foreign minister
1021,secretary,John Foster Dulles,attend conference suez canal
1022,secretary,John Foster Dulles,attend second suez conference
1023,secretary,John Foster Dulles,attend nato ministerial meet
1024,secretary,John Foster Dulles,attend third meet seato council minister leave washington march return march
1025,secretary,John Foster Dulles,attend meet president eisenhower prime minister macmillan
1026,secretary,John Foster Dulles,attend nato ministerial meet
1027,secretary,John Foster Dulles,meet prime minister mollet attend meet us chiefs mission european countries
1028,secretary,John Foster Dulles,personal private visit meet informally prime minister diefenbaker
1029,secretary,John Foster Dulles,attend un disarmament conference
1030,secretary,John Foster Dulles,accompany president eisenhower meet nato head government
1031,secretary,John Foster Dulles,meet generalissimo franco senior spanish officials return paris
1032,secretary,John Foster Dulles,meet king mohammed v foreign minister balafrej senior moroccan officials
1033,secretary,John Foster Dulles,meet shah mohammed reza pahlavi senior iranian officials
1034,secretary,John Foster Dulles,attend baghdad pact ministerial meet
1035,secretary,John Foster Dulles,attend fourth meet seato ministerial council leave us march
1036,secretary,John Foster Dulles,meet president chiang attend conference us chiefs mission asian countries return march
1037,secretary,John Foster Dulles,attend nato ministerial meet
1038,secretary,John Foster Dulles,meet city us officials
1039,secretary,John Foster Dulles,attend open session conference us chiefs mission european countries
1040,secretary,John Foster Dulles,discuss nuclear armaments president de gaulle
1041,secretary,John Foster Dulles,accompany president eisenhower informal visit
1042,secretary,John Foster Dulles,meet chancellor adenauer way meet baghdad pact
1043,secretary,John Foster Dulles,attend ministerial meet baghdad pact
1044,secretary,John Foster Dulles,official visit
1045,secretary,John Foster Dulles,meet president gronchi senior italian officials
1046,secretary,John Foster Dulles,attend funeral ceremonies pope pius xii
1047,secretary,John Foster Dulles,meet foreign secretary lloyd en route taipei
1048,secretary,John Foster Dulles,consultations concern mutual defense treaty
1049,secretary,John Foster Dulles,attend inauguration president lopez mateos
1050,secretary,John Foster Dulles,attend nato ministerial meet big four minister meet
1051,secretary,John Foster Dulles,vacation
1052,secretary,John Foster Dulles,meet prime minister macmillan foreign secretary lloyd
1053,secretary,John Foster Dulles,meet president de gaulle foreign minister couve de murville nato secretary general spaak
1054,secretary,John Foster Dulles,meet chancellor adenauer foreign minister von brentano
1055,secretary,Christian Archibald Herter,attend meet western foreign minister
1056,secretary,Christian Archibald Herter,attend conference foreign minister france unite kingdom soviet union unite state question germany berlin
1057,secretary,Christian Archibald Herter,informal meet prime minister diefenbaker secretary external affairs green
1058,secretary,Christian Archibald Herter,attend second conference foreign minister german question
1059,secretary,Christian Archibald Herter,dedicate john foster allee
1060,secretary,Christian Archibald Herter,attend meet consultation minister foreign affairs american state
1061,secretary,Christian Archibald Herter,accompany president eisenhower meet chancellor adenauer
1062,secretary,Christian Archibald Herter,accompany president eisenhower informal visit also meet spanish foreign minister castiella
1063,secretary,Christian Archibald Herter,accompany president eisenhower meet north atlantic council
1064,secretary,Christian Archibald Herter,attend nato ministerial meet meet head state government france germany unite kingdom unite state
1065,secretary,Christian Archibald Herter,accompany president eisenhower good tour
1066,secretary,Christian Archibald Herter,accompany president eisenhower good tour
1067,secretary,Christian Archibald Herter,accompany president eisenhower good tour
1068,secretary,Christian Archibald Herter,accompany president eisenhower good tour
1069,secretary,Christian Archibald Herter,overnight stop en route tehran
1070,secretary,Christian Archibald Herter,attend cento ministerial meet
1071,secretary,Christian Archibald Herter,attend nato ministerial meet
1072,secretary,Christian Archibald Herter,meet king paul prime minister karamanlis
1073,secretary,Christian Archibald Herter,accompany president eisenhower meet chiefs state head government france soviet union unite kingdom unite state also attend meet natos permanent council
1074,secretary,Christian Archibald Herter,attend meet consultation american foreign minister
1075,secretary,Christian Archibald Herter,attend ceremonies anniversary mexican independence
1076,secretary,Christian Archibald Herter,personal representative president wed king baudouin
1077,secretary,Christian Archibald Herter,attend nato ministerial meet
1078,secretary,David Dean Rusk,attend seventh annual meet seato council minister
1079,secretary,David Dean Rusk,meet prime minister nehru
1080,secretary,David Dean Rusk,attend cento ministerial council meet
1081,secretary,David Dean Rusk,attend nato ministerial meet
1082,secretary,David Dean Rusk,attend conference laos
1083,secretary,David Dean Rusk,accompany president kennedy state visit
1084,secretary,David Dean Rusk,accompany president kennedy talk soviet premier khrushchev
1085,secretary,David Dean Rusk,accompany president kennedy private visit
1086,secretary,David Dean Rusk,attend foreign minister meet berlin meet nato permanent council
1087,secretary,David Dean Rusk,meet italian prime minister fanfani foreign minister segni august german chancellor adenauer
1088,secretary,David Dean Rusk,attend meet usjapan joint committee trade economic affairs
1089,secretary,David Dean Rusk,meet president park senior korean officials
1090,secretary,David Dean Rusk,attend nato ministerial meet
1091,secretary,David Dean Rusk,meet generalissimo franco foreign minister castiella
1092,secretary,David Dean Rusk,accompany president kennedy meet prime minister macmillan
1093,secretary,David Dean Rusk,attend meet consultation american foreign minister
1094,secretary,David Dean Rusk,attend disarmament conference
1095,secretary,David Dean Rusk,attend cento ministerial council meet
1096,secretary,David Dean Rusk,attend nato ministerial meet
1097,secretary,David Dean Rusk,attend anzus council meet
1098,secretary,David Dean Rusk,meet senior new zealand officials
1099,secretary,David Dean Rusk,attend nato ministerial meet
1100,secretary,David Dean Rusk,meet mayor brandt sign citys golden book
1101,secretary,David Dean Rusk,discuss berlin crisis chancellor adenauer foreign minister schroeder
1102,secretary,David Dean Rusk,meet president segni premier fanfani senior italian officials
1103,secretary,David Dean Rusk,meet prime minister macmillan foreign secretary home receive honorary degree oxford university
1104,secretary,David Dean Rusk,discuss extension us base right azores
1105,secretary,David Dean Rusk,attend conference laos
1106,secretary,David Dean Rusk,meet prime minister diefenbaker secretary external affairs green
1107,secretary,David Dean Rusk,attend nato ministerial meet
1108,secretary,David Dean Rusk,stop return us
1109,secretary,David Dean Rusk,accompany president kennedy conference presidents central american republics
1110,secretary,David Dean Rusk,attend seato ministerial council meet
1111,secretary,David Dean Rusk,meet president gursel premier inonu senior turkish officials
1112,secretary,David Dean Rusk,meet shah mohammed reza pahlavi foreign minister aram
1113,secretary,David Dean Rusk,attend cento ministerial meet
1114,secretary,David Dean Rusk,meet prime minister nehru
1115,secretary,David Dean Rusk,meet president tito return official visit yugoslav secretary state foreign affairs
1116,secretary,David Dean Rusk,attend nato ministerial meet
1117,secretary,David Dean Rusk,accompany president kennedy
1118,secretary,David Dean Rusk,accompany president kennedy
1119,secretary,David Dean Rusk,accompany president kennedy
1120,secretary,David Dean Rusk,accompany president kennedy
1121,secretary,David Dean Rusk,sign nuclear test ban treaty
1122,secretary,David Dean Rusk,discuss test ban treaty chancellor adenauer foreign minister schroeder
1123,secretary,David Dean Rusk,dedicate memorial general george c marshall frankfurt
1124,secretary,David Dean Rusk,attend nato ministerial meet
1125,secretary,David Dean Rusk,meet foreign secretary butler
1126,secretary,David Dean Rusk,attend meet joint usjapan committee trade economic affairs
1127,secretary,David Dean Rusk,meet president park
1128,secretary,David Dean Rusk,attend seato ministerial council meet
1129,secretary,David Dean Rusk,meet president chiang
1130,secretary,David Dean Rusk,meet president khanh confer us officials
1131,secretary,David Dean Rusk,attend meet joint uscanadian committee trade economic affairs
1132,secretary,David Dean Rusk,meet foreign minister spaak officials european economic community
1133,secretary,David Dean Rusk,attend nato ministerial meet
1134,secretary,David Dean Rusk,attend funeral prime minister nehru
1135,secretary,David Dean Rusk,meet prime ministerkittikachorn foreign minister khoman
1136,secretary,David Dean Rusk,meet premier khanh senior vietnamese officials
1137,secretary,David Dean Rusk,overnight stop en route paris
1138,secretary,David Dean Rusk,attend nato ministerial meet
1139,secretary,David Dean Rusk,attend funeral former prime minister churchill
1140,secretary,David Dean Rusk,attend cento ministerial meet
1141,secretary,David Dean Rusk,confer us ambassadors middle eastern countries
1142,secretary,David Dean Rusk,attend nato meet dedication jfk memorial
1143,secretary,David Dean Rusk,attend anniversary ceremonies austrian state treaty
1144,secretary,David Dean Rusk,meet president leoni
1145,secretary,David Dean Rusk,meet foreign minister zavala ortiz
1146,secretary,David Dean Rusk,meet president beltran
1147,secretary,David Dean Rusk,attend second special interamerican conference
1148,secretary,David Dean Rusk,meet president stroessner return us
1149,secretary,David Dean Rusk,attend nato ministerial meet
1150,secretary,David Dean Rusk,meet generalissimo franco senior spanish officials
1151,secretary,David Dean Rusk,attend funeral prime minister shastri
1152,secretary,David Dean Rusk,meet senior thai officials
1153,secretary,David Dean Rusk,meet premier ky foreign minister
1154,secretary,David Dean Rusk,meet president marcos return washington january
1155,secretary,David Dean Rusk,accompany president johnson informal visit dedicate statue president lincoln
1156,secretary,David Dean Rusk,attend cento ministerial council meet
1157,secretary,David Dean Rusk,meet foreign minister karjalainin
1158,secretary,David Dean Rusk,meet prime minister borten
1159,secretary,David Dean Rusk,attend nato ministerial meet
1160,secretary,David Dean Rusk,meet chancellor erhard senior german officials
1161,secretary,David Dean Rusk,meet prime minister wilson
1162,secretary,David Dean Rusk,attend seato anzus council meet
1163,secretary,David Dean Rusk,meet president marcos
1164,secretary,David Dean Rusk,meet president chiang seniro chinese nationalist officials
1165,secretary,David Dean Rusk,attend meet usjapan committee trade economic affairs
1166,secretary,David Dean Rusk,meet president park sign agreement status us force
1167,secretary,David Dean Rusk,attend inauguration new foreign office build
1168,secretary,David Dean Rusk,stop en route manila
1169,secretary,David Dean Rusk,attend sevennation conference vietnam
1170,secretary,David Dean Rusk,accompany president johnson visit us military personnel
1171,secretary,David Dean Rusk,accompany president johnson state visit
1172,secretary,David Dean Rusk,accompany president johnson state visit
1173,secretary,David Dean Rusk,accompany president johnson state visit
1174,secretary,David Dean Rusk,accompany president johnson visit amistad dam
1175,secretary,David Dean Rusk,meet senior japanese officials
1176,secretary,David Dean Rusk,meet president chiang senior chinese nationalist officials
1177,secretary,David Dean Rusk,meet foreign minister senior vietnamese officials
1178,secretary,David Dean Rusk,meet foreign minister khoman senior thai officials
1179,secretary,David Dean Rusk,meet foreign minister chagla
1180,secretary,David Dean Rusk,meet senior iranian officials
1181,secretary,David Dean Rusk,attend nato ministerial meet
1182,secretary,David Dean Rusk,attend third special interamerican conference
1183,secretary,David Dean Rusk,attend conference oas head state foreign minister
1184,secretary,David Dean Rusk,accompany president johnson funeral chancellor adenauer
1185,secretary,David Dean Rusk,attend nato ministerial meet
1186,secretary,David Dean Rusk,meet irish foreign minister aiken
1187,secretary,David Dean Rusk,attend nato ministerial meet
1188,secretary,David Dean Rusk,attend seato anzus sevennation meet
1189,secretary,David Dean Rusk,attend nato ministerial meet
1190,secretary,David Dean Rusk,meet chancellor kiesinger
1191,secretary,David Dean Rusk,attend nato ministerial meet
1192,secretary,David Dean Rusk,meet generalissimo franco foreign minister castiella
1193,secretary,David Dean Rusk,meet premier caetano foreign minister franco nogueira
1194,secretary,William Pierce Rogers,accompany president nixon attend meet north atlantic council
1195,secretary,William Pierce Rogers,accompany president nixon informal visit
1196,secretary,William Pierce Rogers,accompany president nixon
1197,secretary,William Pierce Rogers,accompany president nixon
1198,secretary,William Pierce Rogers,accompany president nixon
